timestamp,open,high,low,close,volume,symbol
2026-01-02 17:45:00,100.5465,100.7730,100.3774,100.5893,193996,SPY
2026-01-02 17:50:00,100.5893,100.7981,100.4254,100.6105,192121,SPY
2026-01-02 17:55:00,100.6105,100.8242,100.4523,100.6340,186104,SPY
2026-01-02 18:00:00,100.6340,100.8501,100.4820,100.6589,176663,SPY
2026-01-02 18:05:00,100.6589,100.8751,100.5135,100.6844,164893,SPY
2026-01-02 18:10:00,100.6844,100.8982,100.5412,100.7097,154357,SPY
2026-01-02 18:15:00,100.7097,100.8945,100.5591,100.7089,167627,SPY
2026-01-02 18:20:00,100.7089,100.8886,100.5505,100.7067,179012,SPY
2026-01-02 18:25:00,100.7067,100.8802,100.5404,100.7026,187313,SPY
2026-01-02 18:30:00,100.7026,100.8690,100.5289,100.6964,191671,SPY
2026-01-02 18:35:00,100.6964,100.8551,100.5158,100.6880,191662,SPY
2026-01-02 18:40:00,100.6880,100.8394,100.4763,100.6522,187342,SPY
2026-01-02 18:45:00,100.6522,100.8115,100.4358,100.6144,179242,SPY
2026-01-02 18:50:00,100.6144,100.7814,100.3948,100.5751,168307,SPY
2026-01-02 18:55:00,100.5751,100.7490,100.3538,100.5348,155798,SPY
2026-01-02 19:00:00,100.5348,100.7147,100.3136,100.4941,166855,SPY
2026-01-02 19:05:00,100.4941,100.6788,100.2499,100.4287,179202,SPY
2026-01-02 19:10:00,100.4287,100.6169,100.1887,100.3648,188940,SPY
2026-01-02 19:15:00,100.3648,100.5549,100.1309,100.3033,188552,SPY
2026-01-02 19:20:00,100.3033,100.4939,100.0776,100.2454,190420,SPY
2026-01-02 19:25:00,100.2454,100.4348,100.0299,100.1923,187893,SPY
2026-01-02 19:30:00,100.1923,100.3789,99.9636,100.1201,181305,SPY
2026-01-02 19:35:00,100.1201,100.3025,99.9051,100.0552,171435,SPY
2026-01-02 19:40:00,100.0552,100.2321,99.8552,99.9987,159426,SPY
2026-01-02 19:45:00,99.9987,100.1690,99.8087,99.9518,159345,SPY
2026-01-02 19:50:00,99.9518,100.1148,99.7660,99.9156,172418,SPY
2026-01-02 19:55:00,99.9156,100.0708,99.7104,99.8662,183408,SPY
2026-01-02 20:00:00,99.8662,100.0187,99.6679,99.8295,191161,SPY
2026-01-02 20:05:00,99.8295,99.9898,99.6394,99.8063,194878,SPY
2026-01-02 20:10:00,99.8063,99.9740,99.6258,99.7972,194205,SPY
2026-01-02 20:15:00,99.7972,99.9771,99.6222,99.8027,189271,SPY
2026-01-02 20:20:00,99.8027,99.9828,99.6206,99.7982,174174,SPY
2026-01-02 20:25:00,99.7982,99.9935,99.6190,99.8088,162917,SPY
2026-01-02 20:30:00,99.8088,100.0224,99.6292,99.8345,151708,SPY
2026-01-02 20:35:00,99.8345,100.0647,99.6555,99.8751,165255,SPY
2026-01-02 20:40:00,99.8751,100.1199,99.6977,99.9302,177287,SPY
2026-01-02 20:45:00,99.9302,100.1625,99.7554,99.9743,186536,SPY
2026-01-02 20:50:00,99.9743,100.2167,99.8031,100.0315,192038,SPY
2026-01-02 20:55:00,100.0315,100.2818,99.8648,100.1009,193242,SPY
2026-01-02 21:00:00,100.1009,100.3570,99.9395,100.1817,190072,SPY
2026-01-02 21:05:00,100.1817,100.4412,100.0260,100.2725,182930,SPY
2026-01-02 21:10:00,100.2725,100.5085,100.1230,100.3471,172658,SPY
2026-01-02 21:15:00,100.3471,100.5828,100.2041,100.4291,160443,SPY
2026-01-02 21:20:00,100.4291,100.6730,100.2843,100.5172,164317,SPY
2026-01-02 21:25:00,100.5172,100.7737,100.3657,100.6099,170661,SPY
2026-01-02 21:30:00,100.6099,100.8771,100.4520,100.7058,181230,SPY
2026-01-02 21:35:00,100.7058,100.9561,100.5419,100.7782,188417,SPY
2026-01-02 21:40:00,100.7782,101.0345,100.6090,100.8510,191484,SPY
2026-01-02 21:45:00,100.8510,101.1106,100.6772,100.9227,190150,SPY
2026-01-02 21:50:00,100.9227,101.1830,100.7454,100.9923,184616,SPY
2026-01-02 21:55:00,100.9923,101.2506,100.8123,101.0586,175547,SPY
2026-01-02 22:00:00,101.0586,101.2870,100.8770,101.0954,163995,SPY
2026-01-02 22:05:00,101.0954,101.3168,100.9134,101.1271,156712,SPY
2026-01-02 22:10:00,101.1271,101.3394,100.9459,101.1532,170120,SPY
2026-01-02 22:15:00,101.1532,101.3545,100.9739,101.1733,181809,SPY
2026-01-02 22:20:00,101.1733,101.3622,100.9968,101.1870,190547,SPY
2026-01-02 22:25:00,101.1870,101.3551,100.9965,101.1691,195426,SPY
2026-01-02 22:30:00,101.1691,101.3295,100.9773,101.1451,189465,SPY
2026-01-02 22:35:00,101.1451,101.2974,100.9530,101.1153,185660,SPY
2026-01-02 22:40:00,101.1153,101.2743,100.9241,101.0802,177984,SPY
2026-01-02 22:45:00,101.0802,101.2470,100.8911,101.0407,167337,SPY
